TICKER	FILE
BLMN	analyst_targets_B.txt
HAS	analyst_targets_H.txt
TROW	analyst_targets_T.txt
SLGN	analyst_targets_S1.txt
MAR	analyst_targets_M1.txt
MTCH	analyst_targets_M2.txt
SEDG	analyst_targets_S1.txt
REGN	analyst_targets_R.txt
NTLA	analyst_targets_N.txt
EDIT	analyst_targets_E.txt
CLLS	analyst_targets_C.txt
FIBK	analyst_targets_F.txt
UMBF	analyst_targets_U.txt
CBSH	analyst_targets_C.txt
FFIN	analyst_targets_F.txt
UBSI	analyst_targets_U.txt
HWC	analyst_targets_H.txt
TFIN	analyst_targets_T.txt
BOKF	analyst_targets_B.txt
CVBF	analyst_targets_C.txt
FULT	analyst_targets_F.txt
CATY	analyst_targets_C.txt
FHB	analyst_targets_F.txt
EBC	analyst_targets_E.txt
SFNC	analyst_targets_S1.txt
CASH	analyst_targets_C.txt
LKFN	analyst_targets_L.txt
TBBK	analyst_targets_T.txt
FBNC	analyst_targets_F.txt
FIVN	analyst_targets_F.txt
HIMX	analyst_targets_H.txt
GMAB.US	analyst_targets_G.txt
AEIS	analyst_targets_A.txt
MSEX	analyst_targets_M2.txt
CIFR	analyst_targets_C.txt
MBLY	analyst_targets_M1.txt
NXT.US	analyst_targets_N.txt
ENLT	analyst_targets_E.txt
ATAI	analyst_targets_A.txt
DAVE	analyst_targets_D.txt
GEHC	analyst_targets_G.txt
WBTN	analyst_targets_W.txt
CXAI	analyst_targets_C.txt
INKT	analyst_targets_I.txt
OUST	analyst_targets_O.txt
AKAM	analyst_targets_A.txt
CHDN	analyst_targets_C.txt
CME	analyst_targets_C.txt
COO	analyst_targets_C.txt
UNIT	analyst_targets_U.txt
DPZ	analyst_targets_D.txt
GLPI	analyst_targets_G.txt
GRMN	analyst_targets_G.txt
GSAT	analyst_targets_G.txt
HAIN	analyst_targets_H.txt
IBKR	analyst_targets_I.txt
ILMN	analyst_targets_I.txt
INCY	analyst_targets_I.txt
IONS	analyst_targets_I.txt
IPGP	analyst_targets_I.txt
JAZZ	analyst_targets_J.txt
KHC	analyst_targets_K.txt
LAMR	analyst_targets_L.txt
LBTYA	analyst_targets_L.txt
LBTYK	analyst_targets_L.txt
LILA	analyst_targets_L.txt
MELI	analyst_targets_M1.txt
MMYT	analyst_targets_M2.txt
MNST	analyst_targets_M2.txt
NXPI	analyst_targets_N.txt
PBYI	analyst_targets_P1.txt
POWI	analyst_targets_P2.txt
PPC	analyst_targets_P2.txt
ROP	analyst_targets_R.txt
SBAC	analyst_targets_S1.txt
SEIC	analyst_targets_S1.txt
SHOP	analyst_targets_S1.txt
SWBI	analyst_targets_S2.txt
SWKS	analyst_targets_S2.txt
SYNA	analyst_targets_S2.txt
TRMB	analyst_targets_T.txt
VIAV	analyst_targets_V.txt
VRSK	analyst_targets_V.txt
VRSN	analyst_targets_V.txt
VRTX	analyst_targets_V.txt
WTW	analyst_targets_W.txt
XRAY	analyst_targets_X.txt
WEN	analyst_targets_W.txt
CACC	analyst_targets_C.txt
VISN	analyst_targets_V.txt
FAST	analyst_targets_F.txt
AVGO	analyst_targets_A.txt
AZN	analyst_targets_A.txt
LIN	analyst_targets_L.txt
ASML	analyst_targets_A.txt
ISRG	analyst_targets_I.txt
TMUS	analyst_targets_T.txt
WDAY	analyst_targets_W.txt
ADI.US	analyst_targets_A.txt
EQIX	analyst_targets_E.txt
PAYX	analyst_targets_P1.txt
SIRI	analyst_targets_S1.txt
TEAM	analyst_targets_T.txt
ALGN	analyst_targets_A.txt
LULU	analyst_targets_L.txt
MCHP	analyst_targets_M1.txt
ULTA	analyst_targets_U.txt
KLAC	analyst_targets_K.txt
IDXX	analyst_targets_I.txt
CDNS	analyst_targets_C.txt
PPLI	analyst_targets_P2.txt
SNPS	analyst_targets_S2.txt
FANG	analyst_targets_F.txt
FTNT	analyst_targets_F.txt
CGC	analyst_targets_C.txt
VTRS	analyst_targets_V.txt
HBAN	analyst_targets_H.txt
STX.US	analyst_targets_S2.txt
MRVL	analyst_targets_M2.txt
TSCO	analyst_targets_T.txt
STNE	analyst_targets_S2.txt
DXCM	analyst_targets_D.txt
OKTA	analyst_targets_O.txt
FFIV	analyst_targets_F.txt
ON	analyst_targets_O.txt
DOCU	analyst_targets_D.txt
TTD	analyst_targets_T.txt
SRPT	analyst_targets_S2.txt
ZION	analyst_targets_Z.txt
ZS	analyst_targets_Z.txt
MDB	analyst_targets_M1.txt
OLED	analyst_targets_O.txt
ROKU	analyst_targets_R.txt
FIVE	analyst_targets_F.txt
NTNX	analyst_targets_N.txt
GH	analyst_targets_G.txt
LITE	analyst_targets_L.txt
BHF	analyst_targets_B.txt
TNDM	analyst_targets_T.txt
LNT	analyst_targets_L.txt
JKHY	analyst_targets_J.txt
PDD	analyst_targets_P1.txt
WB	analyst_targets_W.txt
BILI	analyst_targets_B.txt
FSLY	analyst_targets_F.txt
GRWG	analyst_targets_G.txt
RPAY	analyst_targets_R.txt
NNOX	analyst_targets_N.txt
DOX	analyst_targets_D.txt
API	analyst_targets_A.txt
CRSR	analyst_targets_C.txt
ENTG	analyst_targets_E.txt
KC	analyst_targets_K.txt
MGNI	analyst_targets_M1.txt
MANH	analyst_targets_M1.txt
MIDD.US	analyst_targets_M1.txt
CRWD	analyst_targets_C.txt
KTOS	analyst_targets_K.txt
AMBA	analyst_targets_A.txt
AVAV	analyst_targets_A.txt
DOYU	analyst_targets_D.txt
QFIN	analyst_targets_Q.txt
ALRM	analyst_targets_A.txt
AXGN	analyst_targets_A.txt
BLDP	analyst_targets_B.txt
CSIQ	analyst_targets_C.txt
CEVA	analyst_targets_C.txt
ENPH	analyst_targets_E.txt
EEFT	analyst_targets_E.txt
FLEX	analyst_targets_F.txt
FOSL	analyst_targets_F.txt
GNTX	analyst_targets_G.txt
PI	analyst_targets_P1.txt
PODD	analyst_targets_P2.txt
IDCC	analyst_targets_I.txt
IRTC	analyst_targets_I.txt
POOL	analyst_targets_P2.txt
PTC	analyst_targets_P2.txt
QRVO	analyst_targets_Q.txt
SMTC	analyst_targets_S2.txt
SLAB	analyst_targets_S1.txt
RUN	analyst_targets_R.txt
UEIC	analyst_targets_U.txt
ZBRA	analyst_targets_Z.txt
CBRL	analyst_targets_C.txt
PZZA	analyst_targets_P2.txt
SFM	analyst_targets_S1.txt
PTON	analyst_targets_P2.txt
CSGP	analyst_targets_C.txt
ZM	analyst_targets_Z.txt
MKTX	analyst_targets_M1.txt
SSNC	analyst_targets_S2.txt
CPRT	analyst_targets_C.txt
ODFL	analyst_targets_O.txt
BMRN	analyst_targets_B.txt
ACAD	analyst_targets_A.txt
OLLI	analyst_targets_O.txt
ARWR	analyst_targets_A.txt
NBIX	analyst_targets_N.txt
NVCR	analyst_targets_N.txt
EHTH	analyst_targets_E.txt
SFIX	analyst_targets_S1.txt
TREE.US	analyst_targets_T.txt
BZUN	analyst_targets_B.txt
HQY	analyst_targets_H.txt
REG	analyst_targets_R.txt
CRUS	analyst_targets_C.txt
PENN	analyst_targets_P1.txt
GOSS	analyst_targets_G.txt
CROX	analyst_targets_C.txt
AXON	analyst_targets_A.txt
CHRS	analyst_targets_C.txt
FRPT	analyst_targets_F.txt
EXEL	analyst_targets_E.txt
NTRA	analyst_targets_N.txt
CZR	analyst_targets_C.txt
HTHT	analyst_targets_H.txt
MRCY	analyst_targets_M2.txt
BRKR	analyst_targets_B.txt
INGN	analyst_targets_I.txt
PLAY	analyst_targets_P1.txt
VCYT	analyst_targets_V.txt
RGEN	analyst_targets_R.txt
JACK	analyst_targets_J.txt
TXRH	analyst_targets_T.txt
SBRA	analyst_targets_S1.txt
TECH	analyst_targets_T.txt
MRNA	analyst_targets_M2.txt
NVAX	analyst_targets_N.txt
CODX	analyst_targets_C.txt
COIN	analyst_targets_C.txt
ALDX	analyst_targets_A.txt
SHLS	analyst_targets_S1.txt
TTEK	analyst_targets_T.txt
APPS	analyst_targets_A.txt
CRTO	analyst_targets_C.txt
AYTU	analyst_targets_A.txt
BKYI	analyst_targets_B.txt
BLFS	analyst_targets_B.txt
BLNK	analyst_targets_B.txt
BNGO	analyst_targets_B.txt
PR	analyst_targets_P2.txt
CLDX	analyst_targets_C.txt
CLSK	analyst_targets_C.txt
COCP	analyst_targets_C.txt
PUBM	analyst_targets_P2.txt
APP	analyst_targets_A.txt
GEVO	analyst_targets_G.txt
GLBS	analyst_targets_G.txt
ALGM	analyst_targets_A.txt
MARA	analyst_targets_M1.txt
VRDN	analyst_targets_V.txt
MITK	analyst_targets_M1.txt
OCGN	analyst_targets_O.txt
PAYS	analyst_targets_P1.txt
PLUG	analyst_targets_P2.txt
RIOT	analyst_targets_R.txt
LSTR	analyst_targets_L.txt
SHIP	analyst_targets_S1.txt
SINT	analyst_targets_S1.txt
NSLR	analyst_targets_N.txt
VKTX	analyst_targets_V.txt
VUZI	analyst_targets_V.txt
WATT	analyst_targets_W.txt
ACMR	analyst_targets_A.txt
ADMA	analyst_targets_A.txt
ALT.US	analyst_targets_A.txt
APPF	analyst_targets_A.txt
ARCT	analyst_targets_A.txt
AXSM	analyst_targets_A.txt
CAN	analyst_targets_C.txt
CDLX	analyst_targets_C.txt
CERS	analyst_targets_C.txt
CRIS	analyst_targets_C.txt
CRSP	analyst_targets_C.txt
DOMO	analyst_targets_D.txt
EH	analyst_targets_E.txt
AGNT	analyst_targets_A.txt
FATE	analyst_targets_F.txt
FCEL	analyst_targets_F.txt
TBCH	analyst_targets_T.txt
MNKD	analyst_targets_M2.txt
NMIH	analyst_targets_N.txt
OCUL	analyst_targets_O.txt
PRQR	analyst_targets_P2.txt
PTGX	analyst_targets_P2.txt
RPD	analyst_targets_R.txt
VSTM	analyst_targets_V.txt
MFIC	analyst_targets_M1.txt
ALNY	analyst_targets_A.txt
ANGI	analyst_targets_A.txt
ARCC	analyst_targets_A.txt
ATRA	analyst_targets_A.txt
BBIO	analyst_targets_B.txt
BCRX	analyst_targets_B.txt
BGC	analyst_targets_B.txt
BNTX	analyst_targets_B.txt
AZTA	analyst_targets_A.txt
CAKE.US	analyst_targets_C.txt
CARG	analyst_targets_C.txt
CDXS	analyst_targets_C.txt
CG	analyst_targets_C.txt
CGNX	analyst_targets_C.txt
CHEF	analyst_targets_C.txt
CLNE	analyst_targets_C.txt
CNDT	analyst_targets_C.txt
CRNT	analyst_targets_C.txt
CYTK	analyst_targets_C.txt
DDOG	analyst_targets_D.txt
FIZZ	analyst_targets_F.txt
FOXA	analyst_targets_F.txt
GERN	analyst_targets_G.txt
GIII	analyst_targets_G.txt
GLNG	analyst_targets_G.txt
GO	analyst_targets_G.txt
GOGO	analyst_targets_G.txt
GOOD	analyst_targets_G.txt
GOOGL	analyst_targets_G.txt
GPRE	analyst_targets_G.txt
HALO	analyst_targets_H.txt
HCAT	analyst_targets_H.txt
HLIT	analyst_targets_H.txt
IFRX	analyst_targets_I.txt
IHRT	analyst_targets_I.txt
INMD	analyst_targets_I.txt
INO	analyst_targets_I.txt
IRDM	analyst_targets_I.txt
ITRI	analyst_targets_I.txt
LECO	analyst_targets_L.txt
LI	analyst_targets_L.txt
LSCC	analyst_targets_L.txt
LXRX	analyst_targets_L.txt
MCRB	analyst_targets_M1.txt
MKSI	analyst_targets_M1.txt
MLCO	analyst_targets_M2.txt
MPWR	analyst_targets_M2.txt
MSTR	analyst_targets_M2.txt
NICE	analyst_targets_N.txt
IBRX	analyst_targets_I.txt
NKTR	analyst_targets_N.txt
NMRK	analyst_targets_N.txt
NXST	analyst_targets_N.txt
ADAM	analyst_targets_A.txt
OGI	analyst_targets_O.txt
OPK	analyst_targets_O.txt
PAAS	analyst_targets_P1.txt
PACB	analyst_targets_P1.txt
PFLT	analyst_targets_P1.txt
PGNY	analyst_targets_P1.txt
PLCE	analyst_targets_P1.txt
PSEC	analyst_targets_P2.txt
PTEN	analyst_targets_P2.txt
QDEL	analyst_targets_Q.txt
QURE	analyst_targets_Q.txt
REAL	analyst_targets_R.txt
RIGL	analyst_targets_R.txt
RPRX	analyst_targets_R.txt
RRGB	analyst_targets_R.txt
RRR	analyst_targets_R.txt
RVMD	analyst_targets_R.txt
SABR	analyst_targets_S1.txt
SBGI	analyst_targets_S1.txt
SDGR	analyst_targets_S1.txt
LNWO	analyst_targets_L.txt
SKYW	analyst_targets_S1.txt
SLM	analyst_targets_S1.txt
SNDL	analyst_targets_S2.txt
SNDX	analyst_targets_S2.txt
SONO	analyst_targets_S2.txt
SPWH	analyst_targets_S2.txt
SSRM	analyst_targets_S2.txt
BMBL	analyst_targets_B.txt
SVC	analyst_targets_S2.txt
TER	analyst_targets_T.txt
TRVG	analyst_targets_T.txt
TSEM	analyst_targets_T.txt
TXG	analyst_targets_T.txt
UPWK	analyst_targets_U.txt
UTHR	analyst_targets_U.txt
VEON	analyst_targets_V.txt
VIR	analyst_targets_V.txt
WT	analyst_targets_W.txt
WING	analyst_targets_W.txt
WMG	analyst_targets_W.txt
XP	analyst_targets_X.txt
ZG	analyst_targets_Z.txt
GTM	analyst_targets_G.txt
QS	analyst_targets_Q.txt
DRH	analyst_targets_D.txt
PAA	analyst_targets_P1.txt
TIGO	analyst_targets_T.txt
GDS	analyst_targets_G.txt
UHAL	analyst_targets_U.txt
LFUS	analyst_targets_L.txt
FUTU	analyst_targets_F.txt
OMAB	analyst_targets_O.txt
HTLD	analyst_targets_H.txt
GSM	analyst_targets_G.txt
AMKR	analyst_targets_A.txt
MTSI	analyst_targets_M2.txt
LKFT	analyst_targets_L.txt
STGW	analyst_targets_S2.txt
TITN	analyst_targets_T.txt
DYN	analyst_targets_D.txt
PRME	analyst_targets_P2.txt
GCT	analyst_targets_G.txt
HDSN	analyst_targets_H.txt
CRCT	analyst_targets_C.txt
BOOM	analyst_targets_B.txt
EZPW	analyst_targets_E.txt
PFBC	analyst_targets_P1.txt
PRDO	analyst_targets_P2.txt
MCRI	analyst_targets_M1.txt
ICHR	analyst_targets_I.txt
ROOT	analyst_targets_R.txt
AMCX	analyst_targets_A.txt
WSBC	analyst_targets_W.txt
ZYME	analyst_targets_Z.txt
TOWN	analyst_targets_T.txt
VITL	analyst_targets_V.txt
MATW	analyst_targets_M1.txt
FLD	analyst_targets_F.txt
THRY	analyst_targets_T.txt
MLAB	analyst_targets_M1.txt
LQDA	analyst_targets_L.txt
CFFN	analyst_targets_C.txt
FA	analyst_targets_F.txt
ENTA	analyst_targets_E.txt
ANAB	analyst_targets_A.txt
AMSF	analyst_targets_A.txt
AMTX	analyst_targets_A.txt
TBPH	analyst_targets_T.txt
IMTX	analyst_targets_I.txt
ALHC	analyst_targets_A.txt
OCFC	analyst_targets_O.txt
MCHB	analyst_targets_M1.txt
SLP	analyst_targets_S2.txt
NEWT.US	analyst_targets_N.txt
RCEL	analyst_targets_R.txt
SYBT	analyst_targets_S2.txt
OFIX	analyst_targets_O.txt
ALKT	analyst_targets_A.txt
DXPE	analyst_targets_D.txt
VSEC	analyst_targets_V.txt
NMFC	analyst_targets_N.txt
ANGO	analyst_targets_A.txt
PHAT	analyst_targets_P1.txt
HWKN	analyst_targets_H.txt
RNW	analyst_targets_R.txt
DKNG	analyst_targets_D.txt
PLTR	analyst_targets_P2.txt
FROG	analyst_targets_F.txt
KLRS	analyst_targets_K.txt
AGEN	analyst_targets_A.txt
PCVX	analyst_targets_P1.txt
ABNB	analyst_targets_A.txt
DASH.US	analyst_targets_D.txt
SAIA	analyst_targets_S1.txt
AFRM	analyst_targets_A.txt
GLBE	analyst_targets_G.txt
ARRY	analyst_targets_A.txt
GTLB	analyst_targets_G.txt
PGY	analyst_targets_P1.txt
GFS	analyst_targets_G.txt
CEG	analyst_targets_C.txt
TPG	analyst_targets_T.txt
WBD	analyst_targets_W.txt
WRD	analyst_targets_W.txt
SRAD	analyst_targets_S2.txt
UPST	analyst_targets_U.txt
DUOL	analyst_targets_D.txt
EVGO	analyst_targets_E.txt
PRGS	analyst_targets_P2.txt
CMRC	analyst_targets_C.txt
BPOP	analyst_targets_B.txt
TENB	analyst_targets_T.txt
VRNS	analyst_targets_V.txt
CTKB	analyst_targets_C.txt
HUT	analyst_targets_H.txt
SNY	analyst_targets_S2.txt
LOGI	analyst_targets_L.txt
ONC	analyst_targets_O.txt
BCPC	analyst_targets_B.txt
THRM	analyst_targets_T.txt
GILT	analyst_targets_G.txt
GDYN	analyst_targets_G.txt
PEGA	analyst_targets_P1.txt
IVVD	analyst_targets_I.txt
ASND	analyst_targets_A.txt
ALGT	analyst_targets_A.txt
GRPN	analyst_targets_G.txt
BSY	analyst_targets_B.txt
CMPS	analyst_targets_C.txt
LOVE	analyst_targets_L.txt
CHRD	analyst_targets_C.txt
FIP	analyst_targets_F.txt
WAY	analyst_targets_W.txt
TEM.US	analyst_targets_T.txt
GRAL	analyst_targets_G.txt
SUNS	analyst_targets_S2.txt
SFD	analyst_targets_S1.txt
SNDK	analyst_targets_S2.txt
NDAQ	analyst_targets_N.txt
LBRDK	analyst_targets_L.txt
ICLR	analyst_targets_I.txt
FOX.US	analyst_targets_F.txt
ACGL	analyst_targets_A.txt
NDSN	analyst_targets_N.txt
PCTY	analyst_targets_P1.txt
MORN	analyst_targets_M2.txt
OPEN	analyst_targets_O.txt
EWBC	analyst_targets_E.txt
CNXC	analyst_targets_C.txt
ZLAB	analyst_targets_Z.txt
MEDP	analyst_targets_M1.txt
LEGN	analyst_targets_L.txt
FCNCA	analyst_targets_F.txt
FOXF	analyst_targets_F.txt
WWD	analyst_targets_W.txt
BL	analyst_targets_B.txt
VICR	analyst_targets_V.txt
SPT	analyst_targets_S2.txt
RGLD	analyst_targets_R.txt
COLM	analyst_targets_C.txt
KRNT	analyst_targets_K.txt
ASTH	analyst_targets_A.txt
EXPO	analyst_targets_E.txt
RBC	analyst_targets_R.txt
HLNE	analyst_targets_H.txt
OZK	analyst_targets_O.txt
HELE	analyst_targets_H.txt
VLY	analyst_targets_V.txt
ACHC	analyst_targets_A.txt
IART	analyst_targets_I.txt
CELH	analyst_targets_C.txt
CERT	analyst_targets_C.txt
TWST	analyst_targets_T.txt
SITM	analyst_targets_S1.txt
STAA	analyst_targets_S2.txt
SPSC	analyst_targets_S2.txt
QLYS	analyst_targets_Q.txt
NBP	analyst_targets_N.txt
ICUI	analyst_targets_I.txt
NEO.US	analyst_targets_N.txt
DIOD	analyst_targets_D.txt
KNSL	analyst_targets_K.txt
LIVN	analyst_targets_L.txt
ENSG	analyst_targets_E.txt
ASO	analyst_targets_A.txt
JOYY	analyst_targets_J.txt
HAPN	analyst_targets_H.txt
ABCL	analyst_targets_A.txt
LOB	analyst_targets_L.txt
SHOO	analyst_targets_S1.txt
INDB	analyst_targets_I.txt
CRNC	analyst_targets_C.txt
EYE	analyst_targets_E.txt
NVMI	analyst_targets_N.txt
ACIW	analyst_targets_A.txt
VSAT	analyst_targets_V.txt
TGTX	analyst_targets_T.txt
AUPH	analyst_targets_A.txt
ALKS	analyst_targets_A.txt
NEXN	analyst_targets_N.txt
CLOV	analyst_targets_C.txt
CYRX	analyst_targets_C.txt
TRUP	analyst_targets_T.txt
TEAD	analyst_targets_T.txt
PLTK	analyst_targets_P2.txt
WOOF	analyst_targets_W.txt
DRVN	analyst_targets_D.txt
LOPE	analyst_targets_L.txt
AHCO	analyst_targets_A.txt
WDFC	analyst_targets_W.txt
TCBI	analyst_targets_T.txt
IOVA	analyst_targets_I.txt
FLGT	analyst_targets_F.txt
CVLT	analyst_targets_C.txt
NWE	analyst_targets_N.txt
COLB	analyst_targets_C.txt
UCTT	analyst_targets_U.txt
PRCH	analyst_targets_P2.txt
NTCT	analyst_targets_N.txt
CDNA	analyst_targets_C.txt
TW	analyst_targets_T.txt
GDRX	analyst_targets_G.txt
ARGX	analyst_targets_A.txt
WSC	analyst_targets_W.txt
OMCL	analyst_targets_O.txt
RKLB	analyst_targets_R.txt
FLNC	analyst_targets_F.txt
NCNO	analyst_targets_N.txt
BEAM	analyst_targets_B.txt
WTFC	analyst_targets_W.txt
APPN	analyst_targets_A.txt
RARE.US	analyst_targets_R.txt
GSHD	analyst_targets_G.txt
EXLS	analyst_targets_E.txt
ARVN	analyst_targets_A.txt
KLIC	analyst_targets_K.txt
INSM	analyst_targets_I.txt
RLAY	analyst_targets_R.txt
PTLO	analyst_targets_P2.txt
ONB	analyst_targets_O.txt
WERN	analyst_targets_W.txt
UPBD	analyst_targets_U.txt
FTDR	analyst_targets_F.txt
ARCB	analyst_targets_A.txt
ALLO	analyst_targets_A.txt
FLNA	analyst_targets_F.txt
ACLS	analyst_targets_A.txt
BAND.US	analyst_targets_B.txt
AOSL	analyst_targets_A.txt
PWP	analyst_targets_P2.txt
PAYO	analyst_targets_P1.txt
TBLA	analyst_targets_T.txt
BKKT	analyst_targets_B.txt
GRAB	analyst_targets_G.txt
SOFI	analyst_targets_S2.txt
LCID	analyst_targets_L.txt
SIMO	analyst_targets_S1.txt
OTLY	analyst_targets_O.txt
TASK	analyst_targets_T.txt
DLO	analyst_targets_D.txt
MNDY	analyst_targets_M2.txt
HOOD	analyst_targets_H.txt
MQ	analyst_targets_M2.txt
DNUT	analyst_targets_D.txt
SG	analyst_targets_S1.txt
RIVN	analyst_targets_R.txt
CART	analyst_targets_C.txt
KLTR	analyst_targets_K.txt
LPLA.US	analyst_targets_L.txt
RMBS	analyst_targets_R.txt
RXRX	analyst_targets_R.txt
MDGL	analyst_targets_M1.txt
WFRD	analyst_targets_W.txt
FRSH	analyst_targets_F.txt
EXTR	analyst_targets_E.txt
ROIV	analyst_targets_R.txt
SYM	analyst_targets_S2.txt
AEHR	analyst_targets_A.txt
APLD	analyst_targets_A.txt
BZ	analyst_targets_B.txt
TMDX	analyst_targets_T.txt
TRI	analyst_targets_T.txt
PECO	analyst_targets_P1.txt
FLYW	analyst_targets_F.txt
AAOI	analyst_targets_A.txt
BRZE	analyst_targets_B.txt
MLTX	analyst_targets_M2.txt
FWRD	analyst_targets_F.txt
CRDO	analyst_targets_C.txt
SAIC	analyst_targets_S1.txt
NSIT.US	analyst_targets_N.txt
KRYS	analyst_targets_K.txt
CWST	analyst_targets_C.txt
AMSC	analyst_targets_A.txt
OPRA	analyst_targets_O.txt
SGRY	analyst_targets_S1.txt
AAON	analyst_targets_A.txt
MZTI	analyst_targets_M2.txt
MRVI	analyst_targets_M2.txt
UFPI	analyst_targets_U.txt
SIGI	analyst_targets_S1.txt
STRL.US	analyst_targets_S2.txt
MMSI	analyst_targets_M2.txt
VRRM	analyst_targets_V.txt
SGML	analyst_targets_S1.txt
AMLX	analyst_targets_A.txt
RELY	analyst_targets_R.txt
PRTA	analyst_targets_P2.txt
IMVT	analyst_targets_I.txt
CCOI	analyst_targets_C.txt
AMPH	analyst_targets_A.txt
SMPL	analyst_targets_S2.txt
PERI	analyst_targets_P1.txt
RDNT	analyst_targets_R.txt
PENG	analyst_targets_P1.txt
ATEC	analyst_targets_A.txt
NVTS	analyst_targets_N.txt
CRBU	analyst_targets_C.txt
BMEA	analyst_targets_B.txt
NSSC	analyst_targets_N.txt
VTGN	analyst_targets_V.txt
PCT.US	analyst_targets_P1.txt
INDI	analyst_targets_I.txt
FCFS	analyst_targets_F.txt
DNLI	analyst_targets_D.txt
INTA	analyst_targets_I.txt
SSYS.US	analyst_targets_S2.txt
HUBG	analyst_targets_H.txt
HRMY	analyst_targets_H.txt
CORT	analyst_targets_C.txt
RYTM	analyst_targets_R.txt
KEEL	analyst_targets_K.txt
TVTX	analyst_targets_T.txt
PRCT	analyst_targets_P2.txt
SHC	analyst_targets_S1.txt
ZNTL	analyst_targets_Z.txt
HTO	analyst_targets_H.txt
SDA	analyst_targets_S1.txt
