ASLE	4.7	1.0	2.0	1.0	1.0	0.0	2.0	0.0	1.0	0.0	1.5	1.0	1.0	0.5	2.0	0.0	13
ASML	7.3	2.0	2.0	1.0	2.0	2.0	1.5	1.5	1.5	2.0	0.5	1.0	1.0	2.0	0.0	2.0	14
ASND	7.5	2.0	2.0	1.0	1.0	2.0	1.5	2.0	1.0	2.0	2.0	2.0	1.0	1.5	0.0	1.5	14
ASO	5.2	1.5	2.0	1.0	0.5	0.0	1.5	1.0	1.0	1.5	2.0	2.0	0.0	1.0	0.5	0.0	14
ASST	4.2	1.5	1.5	1.0	0.0	1.5	2.0	0.0	1.0	0.0	1.5	1.0	1.0	0.0	0.5	0.0	14
ASTH	7.0	1.5	2.0	1.0	0.5	1.0	2.0	2.0	1.0	1.0	1.5	1.0	2.0	1.0	2.0	1.5	13
ASTS	4.8	1.5	2.0	1.0	0.5	0.0	1.0	0.0	2.0	0.0	1.5	1.0	1.0	0.0	1.0	2.0	14
ASUR	5.8	2.0	2.0	1.0	1.5	2.0	1.5	1.0	1.0	0.0	2.0	1.0	0.0	0.0	1.5	1.0	14
ATAI	5.0	1.0	1.0	1.0	1.0	2.0	2.0	0.0	1.0	0.0	1.5	1.0	1.0	0.0	0.5	2.0	13
ATEC	5.8	2.0	2.0	1.0	0.5	0.0	2.0	2.0	1.0	0.0	2.0	2.0	1.0	0.0	2.0	0.0	13
ATEX	6.3	1.5	2.0	1.0	0.5	1.0	1.5	2.0	1.0	2.0	2.0	1.0	1.0	0.0	0.5	2.0	13
ATLC	6.0	2.0	2.0	1.0	0.0	1.0	1.0	1.5	1.0	1.5	0.5	1.0	1.0	1.0	2.0	1.5	14
ATRA	6.0	1.5	1.5	1.0	1.0	2.0	2.0	0.0	1.0	1.0	1.5	2.0	2.0	0.0	1.5	0.0	12
ATRC	6.3	2.0	1.5	1.0	1.0	1.5	1.5	2.0	1.0	0.5	2.0	1.0	1.0	0.5	0.5	2.0	13
ATRO	8.3	2.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	1.5	0.5	2.0	13
ATTO	5.7	2.0	2.0	1.0	1.0	1.0	1.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10
ATYR	3.5	1.0	2.0	1.0	0.5	0.0	0.0	1.5	1.0	0.0	1.0	1.0	1.0	0.0	0.5	0.0	13
AUDC.US	7.2	1.5	2.0	1.0	2.0	1.0	2.0	2.0	1.0	0.5	1.0	2.0	2.0	1.0	2.0	0.5	13
AUGO	6.5	1.5	1.5	1.0	0.5	2.0	1.5	0.0	0.5	2.0	1.0	1.0	1.0	2.0	2.0	2.0	14
AUPH	7.2	1.5	1.5	1.0	1.0	2.0	1.5	2.0	1.0	2.0	1.5	1.0	1.0	2.0	1.0	1.5	13
AUR	5.7	1.5	2.0	1.0	0.5	2.0	1.5	2.0	0.5	0.0	2.0	1.0	1.0	0.0	1.5	0.5	14
AURA	5.3	1.5	2.0	1.0	1.0	2.0	1.5	0.5	1.0	0.0	2.0	1.0	1.0	0.0	0.5	1.0	13
AUTL	6.0	2.0	2.0	1.0	1.0	2.0	2.0	0.0	1.0	0.0	1.5	1.0	1.0	0.0	1.5	2.0	13
AVAH	7.7	1.5	1.5	1.0	1.0	1.5	2.0	2.0	1.0	2.0	2.0	1.0	2.0	1.5	1.0	2.0	13
AVAV	4.0	2.0	2.0	1.0	1.0	0.0	0.5	0.5	1.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	14
AVGO	7.0	2.0	2.0	1.0	2.0	0.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	0.5	0.5	14
AVIR	6.0	1.5	2.0	1.0	0.5	2.0	2.0	0.5	1.0	0.0	2.0	1.0	1.0	0.0	1.5	2.0	13
AVLN	6.0	1.5	2.0	1.0	1.5	1.5	2.0	0.0	1.0	1.0	2.0	1.0	1.0	1.0	0.0	1.5	11
